caption_clean,image+caption_target,political_leaning,likes,retweet_count,comment_count,view_count,poster_follower_count,poster_frequency,total_posts,mentions,hashtags,urls,Positive,Neutral,Negative,Compound,Persons,Organizations,Locations,Nationalities/religiious groups,Date,topic_label,image_filename,comment_file,Post ID,URL to tweet,creation_date,poster_handle,poster_display_name,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit
Where is the money?? #Election2024 #Elections2024 #OnePointFiveBillionDollars ,anti-harris,R,1,1,0,51,1201,25.72320596458528,27601,,"#Election2024, #Elections2024, #OnePointFiveBillionDollars",,0.0,1.0,0.0,0.0,[],[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\devil.jpg,,1862404339031056670,https://x.com/DevStevatoMusic/status/1862404339031056670/photo/1,Fri Nov 29 07:52:50 +0000 2024,DevStevatoMusic,Dev Stevato Music - Ultra MAGA Crusader,0.011403864249587059,0.0006191299180500209,0.0011866263812407851,0.0010662635322660208,0.008316242136061192,0.0009554215357638896,0.0006949151866137981
"ILLEGAL ALIENS have the unmitigated gall to protest the re-election of President Trump. Well, I have a message for them... #MassDeportations #MassDeportationsNow #GTFO #Election2024 #ElectionResults #ILLEGALS #IllegalAliens #IllegalImmigrants #Illegalimmigration ",pro-trump,R,7,3,1,680,1201,25.72320596458528,27601,,"#MassDeportations, #MassDeportationsNow, #GTFO, #Election2024, #ElectionResults, #ILLEGALS, #IllegalAliens, #IllegalImmigrants, #Illegalimmigration",,0.065,0.74,0.195,-0.6408,"['Trump', 'GTFO']",['ILLEGALS'],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Trump\Pro\Images\illegal.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\illegal.csv,1855724680067396057,https://x.com/DevStevatoMusic/status/1855724680067396057/video/1,Sun Nov 10 21:30:16 +0000 2024,DevStevatoMusic,Dev Stevato Music - Ultra MAGA Crusader,0.4623783230781555,0.02809947356581688,0.029057061299681664,0.00888146087527275,0.31430596113204956,0.36760345101356506,0.01108553446829319
#Election2024 #Elections2024 #MAGA ,anti-harris,R,1,1,1,76,1201,25.72320596458528,27601,,"#Election2024, #Elections2024, #MAGA",,0.0,1.0,0.0,0.0,['MAGA'],[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\homeless.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\homeless.csv,1854295844796641381,https://x.com/DevStevatoMusic/status/1854295844796641381/photo/1,Wed Nov 06 22:52:35 +0000 2024,DevStevatoMusic,Dev Stevato Music - Ultra MAGA Crusader,0.004458106122910976,0.00047614111099392176,0.0010774702532216907,0.0011397325433790684,0.0024662897922098637,0.0010686126770451665,0.0006801814888603985
"The VP indeed worked at Mickey D's in her younger years. Prior to meeting her benefactor Free Willy Brown, she worked as a lot lizard on the premises of numerous stores. At times she provided service in the public facilities located inside. #Election2024 #Elections2024 #McDonalds ",anti-harris,R,5,5,1,3734,1201,25.72320596458528,27601,,"#Election2024, #Elections2024, #McDonalds",,0.071,0.929,0.0,0.5106,['McDonalds'],"['VP', ""Mickey D's""]",[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\MC_prost.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\MC_prost.csv,1850386077665644816,https://x.com/DevStevatoMusic/status/1850386077665644816/video/1,Sun Oct 27 03:56:34 +0000 2024,DevStevatoMusic,Dev Stevato Music - Ultra MAGA Crusader,0.009142688475549221,0.0004806024662684649,0.0010785645572468638,0.0006163057405501604,0.007349276915192604,0.0009383162250742316,0.0006959267775528133
They're not who you think they are... #Cosplay #Elections2024 #Election2024 ,anti-harris,R,2,1,0,88,1201,25.72320596458528,27601,,"#Cosplay, #Elections2024, #Election2024",,0.0,1.0,0.0,0.0,[],[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\clown_prost.jpg,,1848315365136187527,https://x.com/DevStevatoMusic/status/1848315365136187527/photo/1,Mon Oct 21 10:48:17 +0000 2024,DevStevatoMusic,Dev Stevato Music - Ultra MAGA Crusader,0.004425959195941687,0.0004762831667903811,0.0010435485746711493,0.0011157416738569736,0.002506367862224579,0.0010603545233607292,0.0006990143447183073
Last ditch effort to shore up support from the brothas... #Elections2024 #Election2024 ,anti-harris,R,3,1,0,134,1201,25.72320596458528,27601,,"#Elections2024, #Election2024",,0.197,0.803,0.0,0.4019,[],[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\gun_handout.jpg,,1846631868013175211,https://x.com/DevStevatoMusic/status/1846631868013175211/photo/1,Wed Oct 16 19:18:40 +0000 2024,DevStevatoMusic,Dev Stevato Music - Ultra MAGA Crusader,0.004812296014279127,0.00041899693314917386,0.0008943791617639363,0.0009049643995240331,0.0027494074311107397,0.0012010112404823303,0.000666213920339942
There are no f cking coincidences!! #Trump2024 #AssassinationPlot ,anti-harris,R,0,0,0,222,1201,25.72320596458528,27601,,"#Trump2024, #AssassinationPlot",,0.0,0.683,0.317,-0.4184,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\biden_shoot.jpg,,1812350096677249288,https://x.com/DevStevatoMusic/status/1812350096677249288/photo/1,Sun Jul 14 04:55:09 +0000 2024,DevStevatoMusic,Dev Stevato Music - Ultra MAGA Crusader,0.6462280750274658,0.05127520114183426,0.6298767328262329,0.012068046256899834,0.31213122606277466,0.005937513429671526,0.014828919433057308
Nope. Nope. You're not gonna do it!! ,anti-harris,R,1,1,0,31,1201,25.72320596458528,27601,,,,0.0,1.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\mlk.jpg,,1810303525605327320,https://x.com/DevStevatoMusic/status/1810303525605327320/photo/1,Mon Jul 08 13:22:48 +0000 2024,DevStevatoMusic,Dev Stevato Music - Ultra MAGA Crusader,0.00433743093162775,0.0005018124356865883,0.0011098566465079784,0.0012949418742209673,0.002323726424947381,0.0011932117631658912,0.0008001282112672925
Secret Service Whistleblower Says #Trump #Assassination Was Inside Job ,anti-harris,R,1,0,1,55,600,2.554268554268554,11908,,"#Trump, #Assassination",,0.0,1.0,0.0,0.0,['Trump'],[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\guns_harris.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\guns_harris.csv,1838427035447816559,https://x.com/D1a2y3Day/status/1838427035447816559/photo/1,Tue Sep 24 03:55:36 +0000 2024,D1a2y3Day,daytripper,0.13936296105384827,0.006903756409883499,0.005423883907496929,0.07764243334531784,0.04913613200187683,0.006092177703976631,0.0024011312052607536
"#harris says she is black, (she is really Indian) but she put 1500 black men in jail for small amounts of Marijuana , while #harris bragged about smoking marijuana her self , big hypocrite. ",anti-harris,R,1,0,0,78,600,2.554268554268554,11908,,"#harris, #harris",,0.0,1.0,0.0,0.0,"['harris', 'harris']",[],['Marijuana'],['Indian'],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\smoke.jpg,,1849251156276469937,https://x.com/D1a2y3Day/status/1849251156276469937/photo/1,Thu Oct 24 00:46:47 +0000 2024,D1a2y3Day,daytripper,0.8118560910224915,0.05175584554672241,0.04212780296802521,0.022324176505208015,0.7610294222831726,0.572180449962616,0.0050115399062633514
"#Harris is trying to win the black vote by claiming she is black???? Don’t be fooled she is not black , she is lying ?she is a binary liar. She is in love with power and will say or do anything to get it . ",anti-harris,R,2,1,2,407,600,2.554268554268554,11908,,#Harris,,0.145,0.67,0.186,-0.3094,['Harris'],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\clown.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\clown.csv,1837264677606150565,https://x.com/D1a2y3Day/status/1837264677606150565/photo/1,Fri Sep 20 22:56:48 +0000 2024,D1a2y3Day,daytripper,0.6119540333747864,0.023186851292848587,0.012431043200194836,0.0029441211372613907,0.49364933371543884,0.44191569089889526,0.002754406537860632
"Morning all! Remember the mission. Get Trump in office, yes? #MAGA. ",pro-trump,R,1194,66,80,24614,10109,34.85245901639344,6378,,#MAGA.,,0.23,0.77,0.0,0.4574,['MAGA'],['Trump'],[],[],[],Negative Candaite Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\brunette_maga.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\brunette_maga.csv,1851208858934399358,https://x.com/xoxoitsjanai/status/1851208858934399358/photo/1,Tue Oct 29 10:26:00 +0000 2024,xoxoitsjanai,Janai Ramírez,0.005782406311482191,0.00043813971569761634,0.000826980744022876,0.0009909397922456264,0.003494509030133486,0.0011328900000080466,0.0005626128404401243
Don’t forget to runnnnn and vote. Annoy your friends and family if you to. That’s the mission! #MAGA2024 #MAGA #Trump2024 #Trump2024Vance ,pro-trump,R,687,71,40,14101,10109,34.85245901639344,6378,,"#MAGA2024, #MAGA, #Trump2024, #Trump2024Vance",,0.118,0.687,0.194,-0.2481,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\MAGA_sweater.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\MAGA_sweater.csv,1851631140982997290,https://x.com/xoxoitsjanai/status/1851631140982997290/photo/1,Wed Oct 30 14:24:00 +0000 2024,xoxoitsjanai,Janai Ramírez,0.010412092320621014,0.0006042913882993162,0.001332197105512023,0.0035839208867400885,0.0048004742711782455,0.0015801324043422937,0.0011849214788526297
Don’t forget about the objective and go vote for Trump! Get your friends and family on the same page! #MAGA #MAGA2024 #Trump2024 ,pro-trump,R,5786,293,196,90372,10109,34.85245901639344,6378,,"#MAGA, #MAGA2024, #Trump2024",,0.144,0.782,0.074,0.4184,[],['Trump'],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\maga_beach_hat.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\maga_beach_hat.csv,1851973724104204648,https://x.com/xoxoitsjanai/status/1851973724104204648/photo/1,Thu Oct 31 13:05:18 +0000 2024,xoxoitsjanai,Janai Ramírez,0.008985751308500767,0.00046299665700644255,0.0007413822459056973,0.0009637774201110005,0.005934201646596193,0.001109996228478849,0.0004594615602400154
Get everyone you know on board to vote! #MAGA #MAGA2024 #Trump2024 #Trump2024Vance #TrumpVance2024ToSaveAmerica ,pro-trump,R,3347,237,133,45809,10109,34.85245901639344,6378,,"#MAGA, #MAGA2024, #Trump2024, #Trump2024Vance, #TrumpVance2024ToSaveAmerica",,0.0,1.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\MAGA_crop.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\MAGA_crop.csv,1852854891905204292,https://x.com/xoxoitsjanai/status/1852854891905204292/photo/1,Sat Nov 02 23:26:45 +0000 2024,xoxoitsjanai,Janai Ramírez,0.006242114119231701,0.0004147383733652532,0.0009125516517087817,0.0008169339271262288,0.0038680792786180973,0.0013342401944100857,0.00048187357606366277
Repost to make sure everyone and their mother get out to vote this Monday! #MAGA #MAGA2024 #Trump2024 #Trump2024Vance ,pro-trump,R,2793,234,106,64855,10109,34.85245901639344,6378,,"#MAGA, #MAGA2024, #Trump2024, #Trump2024Vance",,0.132,0.868,0.0,0.3802,[],['Repost'],[],[],['this Monday'],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\MAGA_hat_livingRoom.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\MAGA_hat_livingRoom.csv,1853402010818650120,https://x.com/xoxoitsjanai/status/1853402010818650120/photo/1,Mon Nov 04 11:40:48 +0000 2024,xoxoitsjanai,Janai Ramírez,0.009481051005423069,0.00048172412789426744,0.0010946356924250722,0.0008075071382336318,0.006550001446157694,0.0011383561650291085,0.0007842779741622508
Yeehaw! Y’all voted yet? Repost to ensure all cowboys are up to speed! #MAGA #MAGA2024 #Trump2024 #TrumpVance2024 #Trump4U ,pro-trump,R,1087,114,66,15443,10109,34.85245901639344,6378,,"#MAGA, #MAGA2024, #Trump2024, #TrumpVance2024, #Trump4U",,0.158,0.842,0.0,0.4912,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\MAGA_cowboy_hat.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\MAGA_cowboy_hat.csv,1853825690832891972,https://x.com/xoxoitsjanai/status/1853825690832891972/photo/1,Tue Nov 05 15:44:21 +0000 2024,xoxoitsjanai,Janai Ramírez,0.09303384274244308,0.0027224868535995483,0.003692357102409005,0.005594880785793066,0.08612950146198273,0.005256060976535082,0.0009892017114907503
Don’t forget to do your part! #MAGA #MAGA2024 #Trump2024 #Trump2024Vance ,pro-trump,R,2347,150,102,37982,10109,34.85245901639344,6378,,"#MAGA, #MAGA2024, #Trump2024, #Trump2024Vance",,0.0,0.804,0.196,-0.2942,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\MAGA_hat_office.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\MAGA_hat_office.csv,1853105687724736582,https://x.com/xoxoitsjanai/status/1853105687724736582/photo/1,Sun Nov 03 16:03:19 +0000 2024,xoxoitsjanai,Janai Ramírez,0.006133608520030975,0.00041492952732369304,0.000978806521743536,0.0007238903781399131,0.003953807055950165,0.0009741854155436158,0.0005401374655775726
Looking towards a bright and prosperous future 🥰 #Trump2024 #Trump #MAGA #MAGA2024 ,pro-trump,R,2432,146,64,29584,4275,28.07407407407408,2274,,"#Trump2024, #Trump, #MAGA, #MAGA2024",,0.429,0.571,0.0,0.7184,['MAGA'],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\beach_merch.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\beach_merch.csv,1854215639952478596,https://x.com/harleybellexo/status/1854215639952478596/photo/1,Wed Nov 06 17:33:52 +0000 2024,harleybellexo,HarleyBelle,0.005019079428166151,0.00043686252320185304,0.0009980271570384502,0.0008140295394696295,0.0030915283132344484,0.0009148952085524797,0.0006591866840608418
I’ve officially cast my vote for Donald J Trump for the presidency of The United States of America!! I am proud to have participated in this great process and am proud of all of you as well. Now time to have some comfort food and get ready to watch the results roll in ❤️🥂💕 Love you all 💋 #Trump2024 #Trump #MAGA2024 #MAGA,pro-trump,R,411,27,19,8357,4275,28.07407407407408,2274,,"#Trump2024, #Trump, #MAGA2024, #MAGA",,0.336,0.664,0.0,0.977,"['Donald J Trump', 'MAGA']",[],['The United States of America'],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\trump_plad.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\trump_plad.csv,1853882951219679504,https://x.com/harleybellexo/status/1853882951219679504/photo/1,Tue Nov 05 19:31:53 +0000 2024,harleybellexo,HarleyBelle,0.004768682643771172,0.00043103203643113375,0.0009205184178426862,0.0008988883346319199,0.0028652697801589966,0.0010708546033129096,0.0006556644220836461
"Good morning #America ❤️ The day is finally here, let the games begin! Today is the day so many Americans have been waiting for through four incredibly tough and trying years! Today we take back our home and #MakeAmericaGreatAgain 💕 Today the world takes us seriously again and no longer mocks us for being weak. Today is the day, We The People STAND UP! Let the landslide commence 🙏 #Trump2024 #Trump #VoteTrump2024ToSaveAmerica #MAGA2024 #MAGA #STANDUP",pro-trump,R,1350,87,43,18107,4275,28.07407407407408,2274,,"#America, #MakeAmericaGreatAgain, #Trump2024, #Trump, #VoteTrump2024ToSaveAmerica, #MAGA2024, #MAGA, #STANDUP",,0.035,0.813,0.151,-0.821,['STANDUP'],[],[],['Americans'],"['Today', 'the day', 'Today', 'Today', 'Today', 'the day']",Politcal Social Network,Twitter_Scrape\Target_Trump\Pro\Images\pink_trump.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\pink_trump.csv,1853797047645929509,https://x.com/harleybellexo/status/1853797047645929509/photo/1,Tue Nov 05 13:50:32 +0000 2024,harleybellexo,HarleyBelle,0.009506805799901485,0.0005032607587054372,0.0009669095743447542,0.0008819173672236502,0.006813094951212406,0.00307435542345047,0.00044079151120968163
"Can’t wait to congratulate us all on voting this man as President, AGAIN! #MAGA nation will get this done! I’m so proud of everything we’ve done until this point. We’ve got one big day ahead of us and then we’re back babies! #Trump2024 #Trump #VoteTrump2024ToSaveAmerica 🥰😍❤️💕🫦",pro-trump,R,649,44,20,15196,4275,28.07407407407408,2274,,"#MAGA, #Trump2024, #Trump, #VoteTrump2024ToSaveAmerica",,0.155,0.845,0.0,0.8429,['MAGA'],['AGAIN'],[],[],['one big day'],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\red_dress.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\red_dress.csv,1852802714725675433,https://x.com/harleybellexo/status/1852802714725675433/photo/1,Sat Nov 02 19:59:25 +0000 2024,harleybellexo,HarleyBelle,0.14364221692085266,0.004773274064064026,0.0050344886258244514,0.007074783090502024,0.12572142481803894,0.013424213044345379,0.003100066678598523
We #StandwithTrump so the world will respect us again! So we are no longer mocked and ridiculed. So men are not allowed in women’s sports or our bathrooms. And so we’re not overrun by morons in our government! #MAGA #Trump2024 #STANDUP #Garbage ,pro-trump,R,896,87,19,14232,4275,28.07407407407408,2274,,"#StandwithTrump, #MAGA, #Trump2024, #STANDUP, #Garbage",,0.101,0.741,0.157,-0.4187,['Garbage'],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\trump_shirt_cafe.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\trump_shirt_cafe.csv,1852732779420615086,https://x.com/harleybellexo/status/1852732779420615086/photo/1,Sat Nov 02 15:21:31 +0000 2024,harleybellexo,HarleyBelle,0.726777195930481,0.029105614870786667,0.14060334861278534,0.00459544500336051,0.7142390012741089,0.07037394493818283,0.004421186167746782
"Now more than ever we need to stand together and VOTE! We must take back our country and prosper as we once did. I’m voting for Donald J Trump, are you? #MAGA #Trump2024 #Trump #VoteTrumpVance 🥰😍😘 ",pro-trump,R,491,30,17,13848,4275,28.07407407407408,2274,,"#MAGA, #Trump2024, #Trump, #VoteTrumpVance",,0.0,1.0,0.0,0.0,"['Donald J Trump', 'MAGA']",['VOTE'],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\girl_trump_blond.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\girl_trump_blond.csv,1851972270517854684,https://x.com/harleybellexo/status/1851972270517854684/photo/1,Thu Oct 31 12:59:31 +0000 2024,harleybellexo,HarleyBelle,0.007212374825030565,0.00042759900679811835,0.0008894940256141126,0.000647880369797349,0.005094899795949459,0.0010939488420262933,0.000492936815135181
السنجاب Peanut.. يقلب ويؤثر بالرأي العام الاميركي والدنيا قايمة قاعدة حتى ايلون ماسك مشى بالحملة 🐿️🐿️🐿️ يعني لا الشذوذ ولا الإجهاض ولا الموت الرحيم ولا الحروب ولا فشلهم بيسقط هاريس ومشروع اوباما وانما السنجاب #ترامب #ترمب #الانتخابات_الأمريكية2024 #الانتحابات_الأميركية #هاريس #السنجاب,pro-trump,R,49,7,9,63776,3880,5.814329738058552,30188,,"#ترامب, #ترمب, #الانتخابات_الأمريكية2024, #الانتحابات_الأميركية, #هاريس, #السنجاب",,0.0,1.0,0.0,0.0,"['Peanut', 'والدنيا قايمة قاعدة', 'ماسك مشى', 'الشذوذ ولا', 'الإجهاض ولا', 'الحروب ولا', 'فشلهم بيسقط هاريس', 'اوباما']",['ايلون'],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\multi-pics.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\multi-pics.csv,1853101572475310249,https://x.com/MariamIssa83/status/1853101572475310249,Sun Nov 03 15:46:58 +0000 2024,MariamIssa83,╰☆☆ мαяιαм ιѕѕα ☆☆╮,0.435618132352829,0.04877926781773567,0.10836462676525116,0.027776408940553665,0.266734778881073,0.31285396218299866,0.017888100817799568
"It's Christmas time ... 🎄 And just like that, you don't need to be a Biologist to tell these are #women ... 😘💕 ✔️ And we are #AmericaFirst beautiful, strong &amp; intelligent #MAGA #Trump women at that. 🇺🇲 😉 #MAGA 🇺🇲🎄🦅 ",pro-trump,R,133,7,26,2107,66235,62.17879486335199,188837,,"#women, #AmericaFirst, #MAGA, #Trump, #MAGA",,0.272,0.728,0.0,0.9136,"['MAGA', 'Trump', 'MAGA', '🇲']",['AmericaFirst'],[],['Biologist'],['Christmas'],Voter readiness and mobilization,Twitter_Scrape\Target_Trump\Pro\Images\MAGA_hat,Twitter_Scrape\Target_Trump\Pro\Comments\MAGA_hat.csv,1867157914542354753,https://x.com/USABookClub/status/1867157914542354753/photo/1,Thu Dec 12 10:41:51 +0000 2024,USABookClub,Susan Kennedy 🇺🇸💕✝️📖,0.09196499735116959,0.0033802117686718702,0.0036990861408412457,0.0014241472817957401,0.06769891083240509,0.052082110196352005,0.0016169302398338914
"Happy Saturday morning Patriots!!! 🇺🇲👨‍👩‍👦💕 ☃️ It may be cold outside, but I am thinking warm thoughts &amp; am comforted by the upcoming Inauguration of President &amp; his cabinet appointments, including Patriot as Secretary of Defense! 🇺🇲👍🦅 #MAGA ✝️🇺🇲🦅 ",pro-trump,R,187,14,28,1845,66235,62.17879486335199,188837,@realDonaldTrump @PeteHegseth,#MAGA,,0.25,0.75,0.0,0.8839,"['Patriot', '🇲', 'MAGA', '🇲']","['Patriots', 'Inauguration of President &amp', 'Defense']",[],[],['Saturday'],Negative Candaite Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\trump_swim2.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\trump_swim2.csv,1865369732683116651,https://x.com/USABookClub/status/1865369732683116651/photo/1,Sat Dec 07 12:16:15 +0000 2024,USABookClub,Susan Kennedy 🇺🇸💕✝️📖,0.004635173361748457,0.00048653845442458987,0.0011212880490347743,0.0011999334674328566,0.002307306509464979,0.0011058477684855461,0.0008256566943600774
"And just like that, you don't need to be a Biologist to tell these are #women ... 😘💕 ✔️ And we are #AmericaFirst beautiful, strong &amp; intelligent #Trump2024 women at that. 🇺🇲 😉 ",pro-trump,R,119,9,11,1511,66235,62.17879486335199,188837,@USABookClub @Jessica_4_Trump @MELANIATRUMP,"#women, #AmericaFirst, #Trump2024",,0.32,0.68,0.0,0.9136,[],['AmericaFirst'],[],['Biologist'],[],Voter readiness and mobilization,Twitter_Scrape\Target_Trump\Pro\Images\USA_suit.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\USA_suit.csv,1863234426089398515,https://x.com/USABookClub/status/1863234426089398515/photo/1,Sun Dec 01 14:51:19 +0000 2024,USABookClub,Susan Kennedy 🇺🇸💕✝️📖,0.12006550282239914,0.0036554725375026464,0.004664205946028233,0.0009748789016157389,0.07880004495382309,0.08046111464500427,0.0012756135547533631
"Happy Saturday Patriots!!! 🇺🇲👨‍👩‍👦💕 Another reminder there is NO mistaking Conservative females for REAL #Women 😘 ... And Yes, I'm a Trump Girl ... and Proud of it! 💕 A Conservative, God-Fearing, Pro-Constitution, Pro-Military, Pro-Police, Freedom-Loving #Woman! 🇺🇲 📜 ",pro-trump,R,275,22,38,3017,66235,62.17879486335199,188837,,"#Women, #Woman!",,0.239,0.649,0.113,0.7674,['Proud'],"['Pro-Military', 'Pro-Police', '📜']",[],[],['Saturday'],Voter readiness and mobilization,Twitter_Scrape\Target_Trump\Pro\Images\trump_swim.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\trump_swim.csv,1860288984296947917,https://x.com/USABookClub/status/1860288984296947917/photo/1,Sat Nov 23 11:47:11 +0000 2024,USABookClub,Susan Kennedy 🇺🇸💕✝️📖,0.3057602643966675,0.013266263529658318,0.02841198816895485,0.003638188587501645,0.20274730026721954,0.19550487399101257,0.008981922641396523
 OnlyFans is next! Need to recover that -$20M. ,anti-harris,R,3,0,0,27,26915,4.364980544747081,5609,@thehill,,,0.0,1.0,0.0,0.0,[],[],[],['OnlyFans'],[],Politcal Social Network,Twitter_Scrape\Target_Harris\Anti\Images\drunk_streets.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\drunk_streets.csv,1860868657577857120,https://x.com/PogiBatch2/status/1860868657577857120/photo/1,Mon Nov 25 02:10:35 +0000 2024,PogiBatch2,PogiBatch2,0.005767378490418196,0.00046258108341135085,0.001101786969229579,0.0013218543026596308,0.00297743221744895,0.0007512959418818355,0.0007069087005220354
Like | RT | Follow all Patriots! #MAGA ,pro-trump,R,47,28,25,1296,26915,4.364980544747081,5609,@annakg19 @adnanjj @Ski_zaBoi @Uncle_Tinfoil @5811Alexandra @emma6USA @YummyMoldyBread @TrumpLola @greyman7107 @JTrumpIN @unbenanntangel @NavyVeteranPaul @baz_zigar @unionDemtnowRep @spooky50501 @gracieback2 @devilgun31 @BGHatesTrains13 @cmir_r @cole6M @diaz_luwai45248 @USAFirstPatriot @SweetTexanRose @PatriotDave77 @NolaCookPatriot @Everyday_ET @mrslworld @TJLakers01 @Pat300000 @CTM02592972 @MassholeJay @yorkiemomma4 @45Scooby2 @TheLilRockerMom @VigilantVerity @vickywolrd89560 @SteamHappy123 @dimi313131 @x4Eileen @Primrose771646 @Playteaux1 @xcarekid @Hawkesbay69 @GG15890 @CaritaLue76807 @qunbea239 @FAFOtheFirst @deuschmi @AramineMusic @DcPLTx,#MAGA,,0.358,0.642,0.0,0.4199,['MAGA'],['Patriots'],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\pray_jesus.jpg,,1860756042097058136,https://x.com/PogiBatch2/status/1860756042097058136/photo/1,Sun Nov 24 18:43:06 +0000 2024,PogiBatch2,PogiBatch2,0.0052220700308680534,0.00044680104474537075,0.0010403463384136558,0.001235761446878314,0.002764481119811535,0.0012103145709261298,0.0006447705673053861
Like | RT | Follow all Patriots! #MAGA2024 ,pro-trump,R,78,39,49,2140,26915,4.364980544747081,5609,@Hawkesbay69 @SagesOasis @enda258 @blackhawkce457 @Everyday_ET @texan_maga @ws1832023 @99JWD @TomaisMac @Vibes7363 @m86742 @Mayflower_21 @KSage1953 @ComfortablyRED @Bruce95943768 @gracieback2 @amaliaclaro1 @TJDOGMANR2 @JeffJun80346519 @AdamSmith45885 @BrandonPowe2 @IamRebelRouser @Ray_P45 @Pat300000 @Rita_Foster_ @AMittermay58216 @b4felines @SilenceDoGood64 @VicCervantes3 @mcain1954 @CynthiaAli95222 @ToniLL22 @JoeHill_Music @RangerMike45 @donald_army @ken_kmak8542 @jjnjpan @gbusequel @Dawn2Light @c_machinegwoman @Richard71107564 @Daniiiiiiiii777 @redpillgoku @diaz_luwai45248 @xcarekid @JoeyT1010 @listcode @Toby3096Gaide @Niknakgirl23 @dixielandrunt,#MAGA2024,,0.358,0.642,0.0,0.4199,[],['Patriots'],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\pray_trump.jpg,,1855719297437290673,https://x.com/PogiBatch2/status/1855719297437290673/photo/1,Sun Nov 10 21:08:52 +0000 2024,PogiBatch2,PogiBatch2,0.004856879822909832,0.00044226564932614565,0.0009980833856388927,0.001200285623781383,0.0025522534269839525,0.0011195793049409986,0.0006498564616777003
